site_name,country,text_type,source,text,chars
Great Temple (Petra),Jordan,chat,wikipedia_api+csv,"User: Tell me about Great Temple (Petra). Assistant: The Great Temple at Petra is a grand monumental complex that lies south of the Colonnaded Street at Petra. It covers an area of ~7,560 m2. The complex was probably completed in the early first century AD, under the rule of Nabataean king Aretas IV, as suggested by architectural a User: Where is it? Assistant: Great Temple (Petra) is in Jordan, Asia.",404
Great Temple (Petra),Jordan,qa,wikipedia_api,"Question: Give a detailed overview of Great Temple (Petra). Answer: The Great Temple at Petra is a grand monumental complex that lies south of the Colonnaded Street at Petra. It covers an area of ~7,560 m2. The complex was probably completed in the early first century AD, under the rule of Nabataean king Aretas IV, as suggested by architectural and sculptural details. The ""Great Temple"" occupied a prime spot in ancient Petra: from its ruins one can now see the Siq",468
Ajanta Caves,India,dossier,curated_csv,Site: Ajanta Caves. Country: India. Continent: Asia. Era: 2nd century BCE - 6th century CE (midpoint 200 CE). Civilization: Ancient Indian (Buddhist). Religion: Buddhism. Architecture: Rock-cut cave architecture. Material: Basalt. Structure: 30 caves. Preservation: Good. Popularity: High.,289
Ajanta Caves,India,qa,curated_csv,"Question: Where is Ajanta Caves? Answer: Ajanta Caves is in India, Asia.",72
Ajanta Caves,India,qa,curated_csv,Question: What is the architecture of Ajanta Caves? Answer: Rock-cut cave architecture using Basalt.,100
Ajanta Caves,India,qa,curated_csv,"Question: What era is Ajanta Caves from? Answer: Ajanta Caves belongs to the 2nd century BCE - 6th century CE era, associated with Ancient Indian (Buddhist).",157
Ajanta Caves,India,qa,curated_csv,Question: What religion is linked to Ajanta Caves? Answer: Buddhism. Structure type: 30 caves. Preservation: Good.,114
Ajanta Caves,India,qa,curated_csv,Question: Tell me about Ajanta Caves. Answer: Site: Ajanta Caves. Country: India. Continent: Asia. Era: 2nd century BCE - 6th century CE (midpoint 200 CE). Civilization: Ancient Indian (Buddhist). Religion: Buddhism. Architecture: Rock-cut cave architecture. Material: Basalt. Structure: 30 caves. Preservation: Good. Popularity: High.,335
Ajanta Caves,India,wiki_summary,wikipedia_rest,"Background (Ajanta Caves): The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the caves include paintings and rock-cut sculptures, described as among the finest surviving examples of ancient Indian art, particularly expressive paintings that present emotions through gesture, pose and form.",512
Ajanta Caves,India,qa,wikipedia_rest,"Question: Summarize Ajanta Caves. Answer: The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the caves include paintings and rock-cut sculptures, described as among the f",392
Ajanta Caves,India,qa,wikipedia_rest,"Question: What is special about Ajanta Caves? Answer: The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the caves include paintings",354
Ajanta Caves,India,wiki_extract,wikipedia_api,"Background (Ajanta Caves, Wikipedia extract): The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the caves include paintings and rock-cut sculptures, described as among the finest surviving examples of ancient Indian art, particularly expressive paintings that present emotions through gesture, pose and form. The caves were built in two phases, the first starting around the second century BCE and the second occurring from 400 to 650 CE, according to older accounts, or in a brief period of 460 480 CE according to later scholarship. The Ajanta Caves constitute ancient monasteries (Viharas) and worship-halls (Chaityas) of different Buddhist traditions carved into a 75-metre (246 ft) wall of rock. The caves also present",946
Ajanta Caves,India,chat,wikipedia_api+csv,"User: Tell me about Ajanta Caves. Assistant: The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the cav User: Where is it? Assistant: Ajanta Caves is in India, Asia.",387
Ajanta Caves,India,qa,wikipedia_api,"Question: Give a detailed overview of Ajanta Caves. Answer: The Ajanta Caves are 30 rock-cut Buddhist cave monuments dating from the second century BCE to about 480 CE in Aurangabad district of Maharashtra state in India. Ajanta Caves are a UNESCO World Heritage Site. Universally regarded as masterpieces of Buddhist religious art, the caves include paintings and rock-cut sculptures, described as among the finest surviving examples of ancient Indian art, pa",460
Ellora Caves,India,dossier,curated_csv,Site: Ellora Caves. Country: India. Continent: Asia. Era: 6th - 10th century CE (midpoint 800 CE). Civilization: Rashtrakuta / Yadava India. Religion: Hinduism / Buddhism / Jainism. Architecture: Rock-cut monolithic architecture. Material: Basalt. Structure: 34 caves. Preservation: Good. Popularity: High.,306
Ellora Caves,India,qa,curated_csv,"Question: Where is Ellora Caves? Answer: Ellora Caves is in India, Asia.",72
Ellora Caves,India,qa,curated_csv,Question: What is the architecture of Ellora Caves? Answer: Rock-cut monolithic architecture using Basalt.,106
Ellora Caves,India,qa,curated_csv,"Question: What era is Ellora Caves from? Answer: Ellora Caves belongs to the 6th - 10th century CE era, associated with Rashtrakuta / Yadava India.",147
Ellora Caves,India,qa,curated_csv,Question: What religion is linked to Ellora Caves? Answer: Hinduism / Buddhism / Jainism. Structure type: 34 caves. Preservation: Good.,135
Ellora Caves,India,qa,curated_csv,Question: Tell me about Ellora Caves. Answer: Site: Ellora Caves. Country: India. Continent: Asia. Era: 6th - 10th century CE (midpoint 800 CE). Civilization: Rashtrakuta / Yadava India. Religion: Hinduism / Buddhism / Jainism. Architecture: Rock-cut monolithic architecture. Material: Basalt. Structure: 34 caves. Preservation: Good. Popularity: High.,352
Ellora Caves,India,wiki_summary,wikipedia_rest,"Background (Ellora Caves): The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture, and several are not strictly ""caves"" in that they have no roof. Cave 16 features the largest single monolithic rock excavation in the world, the Kailash temple, a chariot-shaped monument dedicated to the god Shiva. The",527
Ellora Caves,India,qa,wikipedia_rest,"Question: Summarize Ellora Caves. Answer: The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture, and several are not strictly ""caves"" in that they have no roof. Cave",392
Ellora Caves,India,qa,wikipedia_rest,"Question: What is special about Ellora Caves? Answer: The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture, and several are no",354
Ellora Caves,India,wiki_extract,wikipedia_api,"Background (Ellora Caves, Wikipedia extract): The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture, and several are not strictly ""caves"" in that they have no roof. Cave 16 features the largest single monolithic rock excavation in the world, the Kailash temple, a chariot-shaped monument dedicated to the god Shiva. The Kailash temple excavation also features sculptures depicting various Hindu deities as well as relief panels summarizing the two major Hindu epics. There are over 100 caves at the site, all excavated from the basalt cliffs in the Charanandri Hills, 34 of which are open to the public. These consist of 17 Hindu (caves 13 29), 12 Buddhist (caves 1 12) and 5 Jain (caves 30 34) caves, each group repres",946
Ellora Caves,India,chat,wikipedia_api+csv,"User: Tell me about Ellora Caves. Assistant: The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture User: Where is it? Assistant: Ellora Caves is in India, Asia.",387
Ellora Caves,India,qa,wikipedia_api,"Question: Give a detailed overview of Ellora Caves. Answer: The Ellora Caves are a UNESCO World Heritage Site in Aurangabad, India. It is one of the largest rock-cut cave complexes in the world, with artwork dating from AD 600 1000, including Hindu, Buddhist, and Jain caves. The complex is a leading example of Indian rock-cut architecture, and several are not strictly ""caves"" in that they have no roof. Cave 16 features the largest single monolithic rock ex",460
Konark Sun Temple,India,dossier,curated_csv,"Site: Konark Sun Temple. Country: India. Continent: Asia. Era: c. 1250 CE (midpoint 1250 CE). Civilization: Eastern Ganga dynasty. Religion: Hinduism. Architecture: Kalinga (temple as chariot). Material: Sandstone / laterite. Structure: Temple with 24 wheels and 7 horses. Preservation: Partially ruined, preserved. Popularity: High.",333
Konark Sun Temple,India,qa,curated_csv,"Question: Where is Konark Sun Temple? Answer: Konark Sun Temple is in India, Asia.",82
Konark Sun Temple,India,qa,curated_csv,Question: What is the architecture of Konark Sun Temple? Answer: Kalinga (temple as chariot) using Sandstone / laterite.,120
Konark Sun Temple,India,qa,curated_csv,"Question: What era is Konark Sun Temple from? Answer: Konark Sun Temple belongs to the c. 1250 CE era, associated with Eastern Ganga dynasty.",141
Konark Sun Temple,India,qa,curated_csv,"Question: What religion is linked to Konark Sun Temple? Answer: Hinduism. Structure type: Temple with 24 wheels and 7 horses. Preservation: Partially ruined, preserved.",168
Konark Sun Temple,India,qa,curated_csv,"Question: Tell me about Konark Sun Temple. Answer: Site: Konark Sun Temple. Country: India. Continent: Asia. Era: c. 1250 CE (midpoint 1250 CE). Civilization: Eastern Ganga dynasty. Religion: Hinduism. Architecture: Kalinga (temple as chariot). Material: Sandstone / laterite. Structure: Temple with 24 wheels and 7 horses. Preservation: Partially ruined, preserved. Popularity: High.",384
Konark Sun Temple,India,wiki_summary,wikipedia_rest,"Background (Konark Sun Temple): Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the Hindu Sun-god Surya, it reflects the pinnacle of Kalingan architecture and artistic excellence, what remains of the temple complex has the appearance of a 30-metre (100 ft) high chariot with immense wheels and horses, a",532
Konark Sun Temple,India,qa,wikipedia_rest,"Question: Summarize Konark Sun Temple. Answer: Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the Hindu Sun-god Surya, it reflects the pinnacle of Kalingan architectur",397
Konark Sun Temple,India,qa,wikipedia_rest,"Question: What is special about Konark Sun Temple? Answer: Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the Hindu Sun-god Surya",359
Konark Sun Temple,India,wiki_extract,wikipedia_api,"Background (Konark Sun Temple, Wikipedia extract): Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the Hindu Sun-god Surya, it reflects the pinnacle of Kalingan architecture and artistic excellence, what remains of the temple complex has the appearance of a 30-metre (100 ft) high chariot with immense wheels and horses, all carved from stone. Once over 61 metres (200 ft) high, much of the temple is now in ruins, in particular the large shikara tower over the sanctuary; at one time this rose much higher than the mandapa that remains. The structures and elements that have survived are famed for their intricate artwork, iconography, and themes, including erotic kama and mithuna scenes. Also called the Surya Devalaya,",951
Konark Sun Temple,India,chat,wikipedia_api+csv,"User: Tell me about Konark Sun Temple. Assistant: Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the User: Where is it? Assistant: Konark Sun Temple is in India, Asia.",397
Konark Sun Temple,India,qa,wikipedia_api,"Question: Give a detailed overview of Konark Sun Temple. Answer: Konark Sun Temple is a 13th-century CE Hindu Sun temple at Konark about 35 kilometres (22 mi) northeast from Puri city on the coastline in Puri district, Odisha, India. The temple is attributed to king Narasingha Deva I of the Eastern Ganga dynasty about 1250 CE. Dedicated to the Hindu Sun-god Surya, it reflects the pinnacle of Kalingan architecture and artistic excellence, what remains of the tem",465
Pattadakal,India,dossier,curated_csv,Site: Pattadakal. Country: India. Continent: Asia. Era: 7th - 8th century AD (midpoint 700 AD). Civilization: Chalukya India. Religion: Hinduism / Jainism. Architecture: Blend of Nagara / Dravidian styles. Material: Sandstone / carved stone. Structure: Group of temples. Preservation: Good. Popularity: Moderate.,312
Pattadakal,India,qa,curated_csv,"Question: Where is Pattadakal? Answer: Pattadakal is in India, Asia.",68
Pattadakal,India,qa,curated_csv,Question: What is the architecture of Pattadakal? Answer: Blend of Nagara / Dravidian styles using Sandstone / carved stone.,124
Pattadakal,India,qa,curated_csv,"Question: What era is Pattadakal from? Answer: Pattadakal belongs to the 7th - 8th century AD era, associated with Chalukya India.",130
Pattadakal,India,qa,curated_csv,Question: What religion is linked to Pattadakal? Answer: Hinduism / Jainism. Structure type: Group of temples. Preservation: Good.,130
Pattadakal,India,qa,curated_csv,Question: Tell me about Pattadakal. Answer: Site: Pattadakal. Country: India. Continent: Asia. Era: 7th - 8th century AD (midpoint 700 AD). Civilization: Chalukya India. Religion: Hinduism / Jainism. Architecture: Blend of Nagara / Dravidian styles. Material: Sandstone / carved stone. Structure: Group of temples. Preservation: Good. Popularity: Moderate.,356
Pattadakal,India,wiki_summary,wikipedia_rest,"Background (Pattadakal): Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badami and about 9.7 kilometres (6 mi) from Aihole, both of which are historically significant centres of Chalukya monuments. The monument is a protected site under Indian law and is managed by the Archaeological Survey of In",525
Pattadakal,India,qa,wikipedia_rest,"Question: Summarize Pattadakal. Answer: Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badami and about 9.7 kilometres (6 mi) from Aihole, both of which are histo",390
Pattadakal,India,qa,wikipedia_rest,"Question: What is special about Pattadakal? Answer: Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badami and about 9.7 kilo",352
Pattadakal,India,wiki_extract,wikipedia_api,"Background (Pattadakal, Wikipedia extract): Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badami and about 9.7 kilometres (6 mi) from Aihole, both of which are historically significant centres of Chalukya monuments. The monument is a protected site under Indian law and is managed by the Archaeological Survey of India (ASI). UNESCO has described Pattadakal as ""a harmonious blend of architectural forms from northern and southern India"" and an illustration of ""eclectic art"" at its height. The Hindu temples are generally dedicated to Shiva, but elements of Vaishnavism and Shaktism theology and legends are also featured. The friezes in the Hindu temples display various Vedic and Puranic concepts, depict stories",944
Pattadakal,India,chat,wikipedia_api+csv,"User: Tell me about Pattadakal. Assistant: Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badam User: Where is it? Assistant: Pattadakal is in India, Asia.",383
Pattadakal,India,qa,wikipedia_api,"Question: Give a detailed overview of Pattadakal. Answer: Pattadakal (Pattadakallu), also called Raktapura, is a complex of 7th and 8th century CE Hindu and Jain temples in northern Karnataka, India. Located on the west bank of the Malaprabha River in Bagalkot district, this UNESCO World Heritage Site is 23 kilometres (14 mi) from Badami and about 9.7 kilometres (6 mi) from Aihole, both of which are historically significant centres of Chalukya monuments.",458
Khajuraho Group of Monuments,India,dossier,curated_csv,Site: Khajuraho Group of Monuments. Country: India. Continent: Asia. Era: 950-1050 AD (midpoint 1000 AD). Civilization: Chandela dynasty. Religion: Hinduism / Jainism. Architecture: Nagara temple architecture. Material: Sandstone. Structure: 23 temples. Preservation: Good. Popularity: High.,291
Khajuraho Group of Monuments,India,qa,curated_csv,"Question: Where is Khajuraho Group of Monuments? Answer: Khajuraho Group of Monuments is in India, Asia.",104
Khajuraho Group of Monuments,India,qa,curated_csv,Question: What is the architecture of Khajuraho Group of Monuments? Answer: Nagara temple architecture using Sandstone.,119
Khajuraho Group of Monuments,India,qa,curated_csv,"Question: What era is Khajuraho Group of Monuments from? Answer: Khajuraho Group of Monuments belongs to the 950-1050 AD era, associated with Chandela dynasty.",159
Khajuraho Group of Monuments,India,qa,curated_csv,Question: What religion is linked to Khajuraho Group of Monuments? Answer: Hinduism / Jainism. Structure type: 23 temples. Preservation: Good.,142
Khajuraho Group of Monuments,India,qa,curated_csv,Question: Tell me about Khajuraho Group of Monuments. Answer: Site: Khajuraho Group of Monuments. Country: India. Continent: Asia. Era: 950-1050 AD (midpoint 1000 AD). Civilization: Chandela dynasty. Religion: Hinduism / Jainism. Architecture: Nagara temple architecture. Material: Sandstone. Structure: 23 temples. Preservation: Good. Popularity: High.,353
Khajuraho Group of Monuments,India,wiki_summary,wikipedia_rest,"Background (Khajuraho Group of Monuments): The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km from Chhatarpur city, the district headquarters, 283 km from Gwalior, 175 kilometres (109 mi) southeast of Jhansi, 10 kilometres (6.2 mi) from Khajwa and 9 kilometres (5.6 mi) from Rajnagar. The temples are famous for their Nagara-style architectural symbolism and a few erotic sculptures.",481
Khajuraho Group of Monuments,India,qa,wikipedia_rest,"Question: Summarize Khajuraho Group of Monuments. Answer: The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km from Chhatarpur city, the district headquarters, 283 km from Gwalior, 175 kilometres (109 mi) southeast of Jhansi, 10 kilometres (6.2 mi) from Khajwa and 9 kilometres (5.6 mi) from Rajnagar. The temple",408
Khajuraho Group of Monuments,India,qa,wikipedia_rest,"Question: What is special about Khajuraho Group of Monuments? Answer: The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km from Chhatarpur city, the district headquarters, 283 km from Gwalior, 175 kilometres (109 mi) southeast of Jhansi, 10 kilometres (6.2 mi) from Khajwa a",370
Khajuraho Group of Monuments,India,wiki_extract,wikipedia_api,"Background (Khajuraho Group of Monuments, Wikipedia extract): The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km (28.6 mi) from Chhatarpur city, the district headquarters, 283 km (177 mi) from Gwalior, 175 kilometres (109 mi) southeast of Jhansi, 10 kilometres (6.2 mi) from Khajwa and 9 kilometres (5.6 mi) from Rajnagar. The temples are famous for their Nagara-style architectural symbolism and a few erotic sculptures. Most Khajuraho temples were built between 885 CE and 1000 CE by the Chandela dynasty. Historical records note that the Khajuraho temple site had 85 temples by the 12th century, spread over 20 square kilometres (7.7 mi2). Of these, only about 25 temples have survived, spread over six square kilometres (2.3 mi2). Of the surviving temples, the Kandariya Mahadeva Temple is decorated with a profusion of sculptures with intricate details, symbo",962
Khajuraho Group of Monuments,India,chat,wikipedia_api+csv,"User: Tell me about Khajuraho Group of Monuments. Assistant: The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km (28.6 mi) from Chhatarpur city, the district headquarters, 283 km (177 mi) from Gwalior, 175 kilometres (109 mi) southeast of Jhans User: Where is it? Assistant: Khajuraho Group of Monuments is in India, Asia.",419
Khajuraho Group of Monuments,India,qa,wikipedia_api,"Question: Give a detailed overview of Khajuraho Group of Monuments. Answer: The Khajuraho Group of Monuments are a group of Hindu and Digambara Jain temples in Chhatarpur district, Madhya Pradesh, India. They are about 46 km (28.6 mi) from Chhatarpur city, the district headquarters, 283 km (177 mi) from Gwalior, 175 kilometres (109 mi) southeast of Jhansi, 10 kilometres (6.2 mi) from Khajwa and 9 kilometres (5.6 mi) from Rajnagar. The temples are famous for their Nagara-s",476
Hampi Monuments,India,dossier,curated_csv,"Site: Hampi Monuments. Country: India. Continent: Asia. Era: 14th - 16th centuries (midpoint 1450 AD). Civilization: Vijayanagara Empire. Religion: Hinduism. Architecture: Dravidian / urban architecture. Material: Granite, brick, lime mortar. Structure: City ruins, temples, palaces. Preservation: Ruins preserved. Popularity: Very high.",337
Hampi Monuments,India,qa,curated_csv,"Question: Where is Hampi Monuments? Answer: Hampi Monuments is in India, Asia.",78
Hampi Monuments,India,qa,curated_csv,"Question: What is the architecture of Hampi Monuments? Answer: Dravidian / urban architecture using Granite, brick, lime mortar.",128
Hampi Monuments,India,qa,curated_csv,"Question: What era is Hampi Monuments from? Answer: Hampi Monuments belongs to the 14th - 16th centuries era, associated with Vijayanagara Empire.",146
Hampi Monuments,India,qa,curated_csv,"Question: What religion is linked to Hampi Monuments? Answer: Hinduism. Structure type: City ruins, temples, palaces. Preservation: Ruins preserved.",148
Hampi Monuments,India,qa,curated_csv,"Question: Tell me about Hampi Monuments. Answer: Site: Hampi Monuments. Country: India. Continent: Asia. Era: 14th - 16th centuries (midpoint 1450 AD). Civilization: Vijayanagara Empire. Religion: Hinduism. Architecture: Dravidian / urban architecture. Material: Granite, brick, lime mortar. Structure: City ruins, temples, palaces. Preservation: Ruins preserved. Popularity: Very high.",386
Hampi Monuments,India,wiki_summary,wikipedia_rest,"Background (Hampi Monuments): Hampi or Hampe, also referred to as the Group of Monuments at Hampi, is a UNESCO World Heritage Site located in the town of Hampi in Vijayanagara district, east-central Karnataka, India. Hampi predates the Vijayanagara Empire; it is mentioned in the Ramayana and the Puranas of Hinduism as Pampa Devi Tirtha Kshetra. Hampi continues as a religious centre, with the Virupaksha Temple, an active Adi Shankara-linked monastery and various monuments belonging to the old city.",502
Hampi Monuments,India,qa,wikipedia_rest,"Question: Summarize Hampi Monuments. Answer: Hampi or Hampe, also referred to as the Group of Monuments at Hampi, is a UNESCO World Heritage Site located in the town of Hampi in Vijayanagara district, east-central Karnataka, India. Hampi predates the Vijayanagara Empire; it is mentioned in the Ramayana and the Puranas of Hinduism as Pampa Devi Tirtha Kshetra. Hampi continues as a religious ce",395
Hampi Monuments,India,qa,wikipedia_rest,"Question: What is special about Hampi Monuments? Answer: Hampi or Hampe, also referred to as the Group of Monuments at Hampi, is a UNESCO World Heritage Site located in the town of Hampi in Vijayanagara district, east-central Karnataka, India. Hampi predates the Vijayanagara Empire; it is mentioned in the Ramayana and the Puranas of Hinduism as Pampa Devi",357
Hampi Monuments,India,wiki_extract,wikipedia_api,"Background (Hampi Monuments, Wikipedia extract): Hampi or Hampe (Kannada: [h mpe]), also referred to as the Group of Monuments at Hampi, is a UNESCO World Heritage Site located in the town of Hampi in Vijayanagara district, east-central Karnataka, India. Hampi predates the Vijayanagara Empire; it is mentioned in the Ramayana and the Puranas of Hinduism as Pampa Devi Tirtha Kshetra. Hampi continues as a religious centre, with the Virupaksha Temple, an active Adi Shankara-linked monastery and various monuments belonging to the old city. Hampi was the capital of the Vijayanagara (Karnata) Empire from 1336 to 1565 (as Vijayanagara), when it was abandoned. It was a fortified city. Chronicles left by Persian and European travellers, particularly the Portuguese, say that Hampi was a prosperous, wealthy and grand city near the Tungabhadra River, with numerous temples, farms and trading markets. Hampi-Vijayanagara is estimated to be the world's",949
Hampi Monuments,India,chat,wikipedia_api+csv,"User: Tell me about Hampi Monuments. Assistant: Hampi or Hampe (Kannada: [h mpe]), also referred to as the Group of Monuments at Hampi, is a UNESCO World Heritage Site located in the town of Hampi in Vijayanagara district, east-central Karnataka, India. Hampi predates the Vijayanagara Empire; it is mentioned in the Ramayana an User: Where is it? Assistant: Hampi Monuments is in India, Asia.",393
